"
",>>>>>,Lower,Left,<<<<<,"
Passed,-0.042924256605836215,-0.014341676153981854,5.0,399.0,202.0,197.0,"Honoring the Ultimate Sacrifice Made by Johnny Michael Spann, the first American Killed in Combat During the War Against Terrorism, On Motion to Suspend the Rules and Agree"
Passed,-0.042937385137524466,-0.0143753291526705,5.0,399.0,202.0,197.0,"Mike Mansfield Federal Building and U.S. Courthouse Designation Act, On Motion to Suspend the Rules and Pass"
Passed,-0.04369117010782339,-0.01544923111940131,0.0,408.0,204.0,204.0,"Expressing the sense of Congress that the Social Security promise should be kept., On Motion to Suspend the Rules and Agree"
Passed,-0.04522402466433301,-0.014856496041168904,7.0,421.0,214.0,207.0,"Anti-Hoax Terrorism Act, On Motion to Suspend the Rules and Pass, as Amended"
Passed,-0.04500652901776728,-0.014572669669166717,7.0,419.0,213.0,206.0,"Community Recognition Act of 2001, On Passage"
Passed,-0.04464209753990679,-0.01473531267831373,6.0,414.0,210.0,204.0,"Public Health Security and Bioterrorism Response Act, On Motion to Suspend the Rules and Pass"
Passed,-0.043823091498748745,-0.012615333039344562,19.0,405.0,212.0,193.0,"Department of Defense Appropriations for Fiscal Year 2002, On Closing Portions of the Conference"
Passed,-0.04220003116685678,-0.014064188272737716,5.0,391.0,198.0,193.0,"Raymond M. Downey Post Office Building, On Motion to Suspend the Rules and Pass"
Passed,-0.04190973327751888,-0.014538201217448454,0.0,388.0,194.0,194.0,"True American Heroes Act, On Motion to Suspend the Rules and Pass, as Amended"
Passed,-0.044790845311457106,-0.014113430128239544,11.0,415.0,213.0,202.0,"District of Columbia Family Court Act, Suspend the Rules and Agree to Senate Amendment"
Passed,-0.04507821677054289,-0.014342852333366228,10.0,418.0,214.0,204.0,"District of Columbia Police Coordination Amendment Act, Suspend the Rules and Agree to Senate Amendment"
Passed,-0.04409578425985559,-0.011041657933007053,28.0,400.0,214.0,186.0,"Department of Defense Appropriations for Fiscal Year 2002, On Agreeing to the Conference Report"
Passed,-0.03996445346068951,-0.012913714654746273,7.0,367.0,187.0,180.0,"Higher Education Act Amendments, On Passage"
Passed,-0.041712835664707855,-0.013551244121832536,8.0,386.0,197.0,189.0,"A resolution honoring the contributions of Catholic Schools., On Motion to Suspend Rules and Agree"
Passed,-0.042204889721524946,-0.012805011920735425,15.0,387.0,201.0,186.0,"To require any organization that is established for the purpose of raising funds for the creation of a Presidential archival depository to disclose the sources and amounts of any funds raised., On Motion to Suspend the Rules and Pass, as amended"
Passed,-0.04232018135737308,-0.01337100550278001,12.0,392.0,202.0,190.0,"Designating the facility of the US Postal Service located at 39 Tremont Street, Paris Hill, Maine, as the Horatio King Post Office Building., On Motion to Suspend the Rules and Pass"
Passed,-0.044252758408199436,-0.01424935373365348,9.0,411.0,210.0,201.0,"Correct a Technical Error in the Codification of Title 36 of the United States Code, On Motion to Suspend the Rules and Pass"
Passed,-0.0437832101963475,-0.014168178154426387,7.0,407.0,207.0,200.0,"Recognizing the 91st birthday of Ronald Reagan, On Motion to Suspend the Rules and Pass"
Passed,-0.0421184570107019,-0.014108774581084674,5.0,391.0,198.0,193.0,"Providing for consideration of H.R. 3394; Cyber Security Research and Development Act, On Agreeing to the Resolution"
Passed,-0.041721871444495746,-0.016718352469817427,-14.0,386.0,186.0,200.0,"Cyber Security Research and Development Act, On Passage"
Passed,-0.04484613501664323,-0.015603435012634888,3.0,417.0,210.0,207.0,"Radio Free Afghanistan Act, On Motion to Suspend the Rules and Agree to Senate Amendment"
Passed,-0.04484163581848725,-0.015380468029312196,5.0,419.0,212.0,207.0,"To revise certain grants for continuum of care assistance for homeless individual and families, On Motion to Suspend the Rules and Pass"
Passed,-0.04328438126447405,-0.013863641031341706,13.0,401.0,207.0,194.0,"Family Sponsor Immigration Act, On Motion to Suspend the Rules and Agree to Senate Amendment"
Passed,-0.04374224995437206,-0.013301081240242908,16.0,402.0,209.0,193.0,"Expressing sympathy to the people of the Democratic Republic of the Congo who were tragically affected by the eruption of the Nyriagongo volcano on January 17, 2002., On Motion to Suspend the Rules and Agree, As Amended"
Agreed to,-0.04408966194680656,-0.01613160430146073,-4.0,412.0,204.0,208.0,", On Agreeing to the Amendment"
Passed,-0.04436225975150357,-0.013387385200222587,16.0,410.0,213.0,197.0,"Bioterrorism Response Act, On Motion to Instruct Conferees"
Passed,-0.042376853732027785,-0.012177323091680214,20.0,390.0,205.0,185.0,"Permitting the Use of the Rotunda of the Capitol for a Ceremony to Present a Gold Medal on Behalf of Congress to Former President Ronald Reagan and his Wife Nancy Reagan, On Motion to Suspend the Rules and Agree, as Amended"
Passed,-0.044116880334735216,-0.011978076408014503,23.0,405.0,214.0,191.0,"Congratulating the United States Military Academy at West Point on its Bicentennial Anniversary, and Commending its Outstanding Contributions to the Nation, On Motion to Suspend the Rules and Pass"
Passed,-0.044469165356651436,-0.012974095762489113,24.0,412.0,218.0,194.0,"Job Creation and Worker Assistance Act, On Agreeing to Senate Amendment with an Amendment"
Passed,-0.04427472532772904,-0.014058371076817844,13.0,411.0,212.0,199.0,"Commending the great work that the Pentagon Renovation Program and its contractors have completed thus far, in reconstructing the portion of the Pentagon that was destroyed by the terrorist attack of September 11, 2001, On Motion to Suspend the Rules and Agree"
Passed,-0.04212358809895919,-0.01588886379799878,-4.0,392.0,194.0,198.0,"Bureau of Engraving and Printing Security Printing Amendments Act, On Motion to Suspend the Rules and Pass, as Amended"
Passed,-0.043209854577120094,-0.013110380922035345,16.0,400.0,208.0,192.0,"James R. Browning United States Courthouse, On Motion to Suspend the Rules and Pass"
Passed,-0.043865406947820096,-0.013714293133212195,12.0,406.0,209.0,197.0,"Urging the Government of Ukraine to Ensure a Democratic, Transparent, and Fair Election Process Leading Up to the March 31, 2002 Parliamentary Elections, On Motion to Suspend the Rules and Agree, as Amended"
Passed,-0.045049168046233504,-0.01426121995102618,13.0,419.0,216.0,203.0,"Freedom to Telecommute Act, On Passage"
Passed,-0.04528935146498952,-0.014333418115252303,13.0,421.0,217.0,204.0,"Expressing the sense of the House of Representatives regarding Women’s History Month, On Motion to Suspend the Rules and Agree"
Passed,-0.04324426670332558,-0.0141681294616697,9.0,401.0,205.0,196.0,"Recognizing the Ellis Island Medal of Honor and commending the National Ethnic Coalition of Organizations., On Motion to Suspend the Rules and Agree"
Passed,-0.041667884998101194,-0.016320730103199555,-9.0,389.0,190.0,199.0,"Bear River Migratory Bird Refuge Settlement Act, On Motion to Suspend the Rules and Pass, as Amended"
Passed,-0.04525979253658541,-0.015407442761606393,5.0,423.0,214.0,209.0,"Congratulating the people of Utah, the Salt Lake Organizing Committee and the athletes of the world for a successful and inspiring 2002 Olympic Winter Games, On Motion to Suspend the Rules and Agree, as Amended"
Passed,-0.045165312601697524,-0.01506558454668095,7.0,419.0,213.0,206.0,"Farm Security Act, On Motion to Instruct Conferees"
Passed,-0.043821575824853735,-0.014158290553046888,10.0,406.0,208.0,198.0,"Philip E. Ruppe Post Office Building Designation Act, On Motion to Suspend the Rules and Pass"
Passed,-0.04379412121701891,-0.014341282014440614,8.0,406.0,207.0,199.0,"Clergy Housing Allowance Clarification Act, On Motion to Suspend the Rules and Pass, as Amended"
Passed,-0.04355772570957918,-0.014600103765576957,6.0,402.0,204.0,198.0,"Family Farmer Bankruptcy Extension Act, On Motion to Suspend the Rules and Pass"
Passed,-0.04374401889885594,-0.015117636092326803,2.0,404.0,203.0,201.0,"Keeping Children and Families Safe Act, On Motion to Suspend the Rules and Pass, as Amended"
Passed,-0.04291284177249266,-0.010501718315048689,32.0,396.0,214.0,182.0,"Immigration Reform and Accountability Act, On Passage"
Passed,-0.04413059694685968,-0.014526124910138364,10.0,410.0,210.0,200.0,"Notification and Federal Employee Antidiscrimination and Reataliation Act, Suspend the Rules and Agree to Senate Amendments"
Passed,-0.043368512992566985,-0.01294505135529057,17.0,399.0,208.0,191.0,"Supporting a National Charter Schools Week, On Motion to Suspend the Rules and Agree"
Passed,-0.04439994830216295,-0.014806098854466274,7.0,411.0,209.0,202.0,"To authorize appropriations for the Department of Justice for fiscal year 2002, and for other purposes., On Motion to Instruct Conferees"
Passed,-0.04330412193398403,-0.013091500770296558,16.0,400.0,208.0,192.0,"Designating the Federal Building located at 5100 Paint Branch Parkway in College Park, Maryland, as the Harvey W. Wiley Federal Building, On Motion to Suspend the Rules and Pass"
Passed,-0.04327654730891001,-0.013461437030297665,13.0,399.0,206.0,193.0,"Sense of Congress Supporting the National Importance of Health Care Coverage Month, On Motion to Suspend the Rules and Agree"
Passed,-0.044220212201813554,-0.013764989337629787,14.0,410.0,212.0,198.0,"Enhanced Border Security and Visa Entry Reform Act, On Motion to Suspend the Rules and Agree to Senate Amendments"
Agreed to,-0.04403961074287096,-0.014238446706429665,10.0,408.0,209.0,199.0,", On Agreeing to the Amendment"
Passed,-0.04358476167222065,-0.015294779420045337,3.0,403.0,203.0,200.0,"Highway Funding Restoration Act, On Motion to Suspend the Rules and Pass, as Amended"
Passed,-0.04485474794134571,-0.014373622704667464,12.0,416.0,214.0,202.0,"To amend title II of the Social Security Act to provide for miscellaneous enhancements in Social Security benefits and for other purposes., On Motion to Suspend the Rules and Pass, as Amended"
Passed,-0.044374854698354574,-0.014645443352660626,9.0,413.0,211.0,202.0,"Providing for consideration of H.R. 3994; Afghanistan Freedom Support Act, On Agreeing to the Resolution"
Passed,-0.03880779338440312,-0.012489110039981969,9.0,359.0,184.0,175.0,"Recognizing the Members of AMVETS for their Service to the Nation and Supporting the Goals of AMVETS National Charter Day, On Motion to Suspend the Rules and Agree"
Passed,-0.039123207374886865,-0.012535458443207765,11.0,361.0,186.0,175.0,"Expressing the Sense of the Congress that Continual Research and Education into the Cause and Cure for Fibroid Tumors be Addressed, On Motion to Suspend the Rules and Agree"
Passed,-0.038984913697095405,-0.012169301776592947,13.0,359.0,186.0,173.0,"Recognizing the Importance of Good Cervical Health and of Detecting Cervical Cancer During its Earliest Stages, On Motion to Suspend the Rules and Agree"
Passed,-0.043784565712326036,-0.013401597915046129,14.0,402.0,208.0,194.0,"Dot Kids Implementation and Efficiency Act, On Motion to Suspend the Rules and Pass, as Amended"
Passed,-0.04260639729796186,-0.009688177938213883,35.0,383.0,209.0,174.0,"Child Sex Crimes Wiretapping Act, On Motion to Suspend the Rules and Pass, As Amended"
Passed,-0.039612930159578945,-0.01735501935683357,-20.0,372.0,176.0,196.0,"Embassy Employee Compensation Act, On Motion to Suspend the Rules and Pass"
Passed,-0.04395543234127323,-0.01349627237389085,16.0,406.0,211.0,195.0,"Encouraging Work and Supporting Marriage Act, On Motion to Suspend the Rules and Pass, As Amended"
Passed,-0.043714622555573304,-0.013479870164314853,14.0,402.0,208.0,194.0,"Commemorating the Independence of East Timor and expressing the sense of Congress that the President should establish diplomatic relations with East Timor, On Motion to Suspend the Rules and Agree, As Amended"
Agreed to,-0.043425319023722646,-0.014664087924693174,7.0,403.0,205.0,198.0,", On Agreeing to the Amendment"
Agreed to,-0.04445912997244241,-0.013732179971491088,15.0,411.0,213.0,198.0,", On Agreeing to the Amendment"
Agreed to,-0.0443124781966141,-0.013827381151710309,14.0,410.0,212.0,198.0,", On Agreeing to the Amendment"
Passed,-0.044213993206468516,-0.013669559739455614,15.0,409.0,212.0,197.0,"Veterans’ Major Medical Facilities Construction Act, On Motion to Suspend the Rules and Pass, as Amended"
Passed,-0.043912580371081984,-0.014121255048977899,11.0,407.0,209.0,198.0,"Jobs for Veterans Act, On Motion to Suspend the Rules and Pass, as Amended"
Passed,-0.044134085971105005,-0.013481139833902731,16.0,408.0,212.0,196.0,"Veterans’ and Survivors’ Benefits Expansion Act, On Motion to Suspend the Rules and Pass, as Amended"
Passed,-0.04323837267709136,-0.007655482132319629,46.0,384.0,215.0,169.0,"Waiving Points of Order Against the Conference Report on H.R. 3448, Public Health Security and Bioterrorism Preparedness and Response Act, On Agreeing to the Resolution"
Passed,-0.045420275058045245,-0.015261209500273893,6.0,422.0,214.0,208.0,"Public Health Security and Bioterrorism Preparedness and Response Act, On Agreeing to the Conference Report"
Passed,-0.04257619225319039,-0.013293402678122223,12.0,390.0,201.0,189.0,"Federal Deposit Insurance Reform Act, On Motion to Suspend the Rules and Pass, As Amended"
Passed,-0.04463716679022793,-0.013828233871532071,14.0,414.0,214.0,200.0,"Paying Tribute to the Workers at Ground Zero in New York, On Motion to Suspend the Rules and Agree"
Passed,-0.04226236315010258,-0.012364442517359863,21.0,391.0,206.0,185.0,"Holocaust Restitution Tax Fairness Act, On Motion to Suspend the Rules and Pass"
Passed,-0.04208958936905125,-0.01225953726030792,21.0,389.0,205.0,184.0,"To repeal the sunset of the Economic Growth and Tax Relief Reconciliation Act of 2001 with respect to the expansion of the adoption credit and adoption assistance programs., On Motion to Suspend the Rules and Pass"
Passed,-0.04293493140509634,-0.014106510150796362,8.0,396.0,202.0,194.0,"Expressing the sense of the House of Representatives that improving men’s health through fitness and the reduction of obesity should be a priority., On Motion to Suspend the Rules and Agree"
Passed,-0.04301973858827197,-0.014174487576059994,9.0,399.0,204.0,195.0,"Expressing the Sense of the Congress Concerning the 2002 World Cup and Co-Hosts Republic of Korea and Japan, On Motion to Suspend the Rules and Agree"
Passed,-0.043497393687884585,-0.014217527242729415,10.0,404.0,207.0,197.0,"Expressing the Sense of Congress Regarding North Korea Refugees who are Detained in China and Returned to North Korea Where they Face Torture, Imprisonment, and Execution, On Motion to Suspend the Rules and Agree, as Amended"
Passed,-0.04421874021002679,-0.013520384362385037,15.0,409.0,212.0,197.0,"To enhance energy conservation, research and development and to provide for security and diversity in the energy supply for the American people, Markey Motion to Instruct Conferees"
Passed,-0.038688283152470866,-0.011308970205938672,15.0,357.0,186.0,171.0,"Recognizing National Homeownership Month and the importance of homeownership in the United States., On Motion to Suspend the Rules and Agree"
Passed,-0.03900424546136798,-0.01093951695538529,19.0,359.0,189.0,170.0,"Supporting the goals and ideals of Meningitis Awareness Month, On Motion to Suspend the Rules and Agree"
Passed,-0.04500463046293865,-0.013601412396490938,15.0,417.0,216.0,201.0,"Small Business Paperwork Relief Act, On Motion to Agree to Senate Amendments"
Passed,-0.04500463046293865,-0.013601412396490938,15.0,417.0,216.0,201.0,"Ronald C. Packard Post Office Designation, On Motion to Suspend the Rules and Pass"
Passed,-0.04468849565721975,-0.013607738774912689,14.0,414.0,214.0,200.0,"Jim Fonteno Post Office Designation, On Motion to Suspend the Rules and Pass"
Passed,-0.04353362217646953,-0.014830833530405629,2.0,404.0,203.0,201.0,"National Sea Grant College Program, On Passage"
Passed,-0.04470099590743548,-0.01516717791010723,5.0,417.0,211.0,206.0,"Providing for consideration of H.R. 1979; Airport Safety, Security and Air Service Improvement Act, On Agreeing to the Resolution"
Agreed to,-0.043589288848615224,-0.011455653064785406,31.0,401.0,216.0,185.0,", On Agreeing to the Amendment"
Passed,-0.04069963522822275,-0.011445737456648506,20.0,374.0,197.0,177.0,"To revoke a Public Land Order with respect to certain lands erroneously included in the Cibola National Wildlife Refuge, California, On Motion to Suspend the Rules and Pass, as Amended"
Passed,-0.04066550998773482,-0.011280894738990289,21.0,373.0,197.0,176.0,"Glen Canyon National Recreation Area Boundary Revision Act of 2002, On Motion to Suspend the Rules and Pass, as Amended"
Passed,-0.04097294595376684,-0.011285452736464597,22.0,376.0,199.0,177.0,"Independent investigation of Forest Service firefighter deaths that are caused by wildfire entrapment or burnover., On Motion to Suspend the Rules and Pass"
Passed,-0.04123997231693149,-0.011737127142035729,19.0,379.0,199.0,180.0,"Designating an Official Flag of the Medal of Honor and Providing for Presentation of that Flag to each Recipient of that Medal of Honor, On Motion to Suspend the Rules and Pass, as Amended"
Passed,-0.0427712662039572,-0.015623392044783758,0.0,400.0,200.0,200.0,"To Improve access to physicians in medically underserved areas, On Motion to Suspend the Rules and Pass"
Passed,-0.043717924790675315,-0.012898014689142643,18.0,404.0,211.0,193.0,"Lifetime Consequences for Sex Offenders Act of 2002, On Motion to Suspend the Rules and Pass, as Amended"
Passed,-0.044162083972411684,-0.011726289587212226,26.0,404.0,215.0,189.0,"Child Obscenity and Pornography Prevention Act of 2002, On Motion to Suspend the Rules and Pass, As Amended"
Passed,-0.04447176161426401,-0.014771490200815826,8.0,414.0,211.0,203.0,"Silver Eagle Coin Continuation Act of 2002, On motion to Suspend the Rules and Pass, as Amended"
Passed,-0.044958612367071056,-0.01470183335033071,8.0,418.0,213.0,205.0,"Homeland Security Information Sharing Act, On Passage"
Passed,-0.044429662002153106,-0.01294653802099499,16.0,408.0,212.0,196.0,"Sex Tourism Prohibition Improvement Act, On Motion to Suspend the Rules and Pass, as Amended"
Passed,-0.04530258016170837,-0.015282826401036877,5.0,423.0,214.0,209.0,"Social Security Program Protection Act, ON Motion to Suspend the Rules and Pass, as Amended"
Passed,-0.044921146356939314,-0.015084697861259199,4.0,416.0,210.0,206.0,"Securities and Exchange Commission Authorization Act, On Motion to Suspend the Rules and Pass, as Amended"
Passed,-0.04543826841333225,-0.014804618974388232,9.0,423.0,216.0,207.0,"To Consent to Certain Amendments to the New Hampshire-Vermont Interstate School Compact, On Motion to Suspend the Rules and Pass"
Passed,-0.04422641943019552,-0.008719657904543682,39.0,395.0,217.0,178.0,"Department of Defense Appropriations for Fiscal Year 2003, On Passage"
Passed,-0.04582692352371921,-0.014490741321993916,12.0,426.0,219.0,207.0,"Commending the Patriotic Contibutions of the Roofing Professionals Involved in the Rebuilding of the Pentagon, On Motion to Suspend the Rules and Agree"
Passed,-0.04555637126869456,-0.0152066334562798,7.0,425.0,216.0,209.0,"Frank Sinatra Post Office Building, On Motion to Suspend the Rules and Pass"
Passed,-0.044909591235309104,-0.011424493778615688,29.0,411.0,220.0,191.0,"Expressing the Sense of the House of Representatives that Newdow v. U.S. Congress was Erroneously Decided, and for other purposes, On Motion to Suspend the Rules and Agree"
Passed,-0.04565555016685007,-0.014531400872569718,11.0,423.0,217.0,206.0,"Military Construction Appropriations for Fiscal Year 2003, On Passage"
Passed,-0.044174585230634125,-0.013722742578722498,13.0,407.0,210.0,197.0,"Help America Vote Act, On Motion to Instruct Conferees"
Passed,-0.044559372903428145,-0.013218645329985637,17.0,411.0,214.0,197.0,"Armed Forces Tax Fairness Act, On Motion to Suspend the Rules and Pass"
Passed,-0.04447859350256814,-0.013030951199485859,18.0,410.0,214.0,196.0,"Concerning the Rise in Anti-Semitism in Europe, On Motion to Suspend the Rules and Agree, As Amended"
Passed,-0.04007271054929703,-0.01851905337074585,-29.0,373.0,172.0,201.0,"Enterprise Integration Act, On Passage"
Passed,-0.04406360110455873,-0.0144473905192062,8.0,408.0,208.0,200.0,"Inland Flood Forecasting and Warning System Act, On Passage"
Passed,-0.04196538526523692,-0.01137935579880943,21.0,381.0,201.0,180.0,"Cyber Security Enhancement Act, On Motion to Suspend the Rules and Pass, as Amended"
Passed,-0.0424515138207771,-0.011320292285188762,24.0,388.0,206.0,182.0,"Clarence Miller Post Office Building Designation Act, On Motion to Suspend the Rules and Pass"
Passed,-0.044925985645000076,-0.014170539198555572,12.0,416.0,214.0,202.0,"Honoring Ted Williams and extending the condolences of the House of Representatives on his death., On Motion to Suspend the Rules and Agree"
Passed,-0.044072276650845434,-0.01413026833839392,9.0,409.0,209.0,200.0,"Congratulating the Detroit Red Wings for winning the 2002 Stanley Cup Championship, On Motion to Suspend the Rules and Agree"
Passed,-0.040651777662167585,-0.0134414104172227,10.0,376.0,193.0,183.0,"Honoring Corinne “Lindy” Clairborne Boggs on the Occasion of the 25th Anniversary of the Founding of the Congressional Women’s Caucus, On Motion to Suspend the Rules and Agree"
Passed,-0.040326462090485224,-0.01317628266846536,11.0,373.0,192.0,181.0,"Expressing gratitude for the 10-month World Trade Center cleanup and recovery efforts at the Fresh Kills Landfill on Staten Island, New York, following the terrorist attacks of September 11, 2001, On Motion to Suspend the Rules and Agree"
Passed,-0.03978428077867258,-0.013989326510096545,1.0,365.0,183.0,182.0,"2002 Supplemental Appropriations Act for Further Recovery From and Response To Terrorist Attacks on the United States, On Agreeing to the Conference Report"
Passed,-0.04534097287263023,-0.01433238416424868,11.0,417.0,214.0,203.0,"Pipeline Infrastructure Protection to Enhance Security and Safety Act, On Motion to Suspend the Rules and Pass, as Amended"
Passed,-0.04435763220771535,-0.013207540044547562,18.0,408.0,213.0,195.0,"Cost of War Against Terrorism Authorization Act of 2002, On Motion to Suspend the Rules and Pass, as Amended"
Passed,-0.04489679119419831,-0.014598851437262361,10.0,418.0,214.0,204.0,"Expressing the sense of Congress that the Government of the People’s Republic of China should cease its persecution of Falun Gong practitioners, On Motion to Suspend the Rules and Agree, As Amended"
Passed,-0.04477076160823754,-0.015299623230727298,5.0,417.0,211.0,206.0,"In the matter of James A. Traficant, Jr., On Agreeing to the Resolution"
Passed,-0.04494999279907448,-0.0152143870977128,6.0,418.0,212.0,206.0,"Corporate and Auditing Accountability and Responsibility Act, On Agreeing to the Conference Report"
Passed,-0.044458615337041256,-0.014970314309374951,7.0,415.0,211.0,204.0,"Department of Defense Authorization Act for FY 2003, On Motion to Instruct Conferees"
Passed,-0.04477526603748837,-0.013930992514108712,13.0,415.0,214.0,201.0,"Department of Defense Authorization Act for FY 2003, On Closing Portions of the Conference"
Passed,-0.042969013676471976,-0.013491842793372363,14.0,400.0,207.0,193.0,"To redesignate the facility of the United States Postal Service located at 900 Brentwood Road, NE, in Washington D.C. as the Joseph Curseen, Jr. and Thomas Morris, Jr. Processing and Distribution Center, On Motion to Suspend the Rules and Pass"
Passed,-0.04298234284277841,-0.01380557676067716,12.0,398.0,205.0,193.0,"Dam Safety and Security Act, On Passage"
Passed,-0.04253569581379826,-0.01438856373554745,7.0,397.0,202.0,195.0,"Honoring the contributions of Venus and Serena Williams, On Motion to Suspend the Rules and Agree"
Passed,-0.037813860265001546,-0.011620761683142609,14.0,350.0,182.0,168.0,"Federal Transit Formula Grants Flexibility, On Motion to Suspend the Rules and Pass"
Passed,-0.03780381750414571,-0.01183283541611464,13.0,351.0,182.0,169.0,"Recognizing the Heroism and Courage Displayed by Airline Flight Attendants Each Day, On Motion to Suspend the Rules and Agree, as Amended"
Passed,-0.039408555344537965,-0.011902661891527909,13.0,365.0,189.0,176.0,"Department of Defense Appropriations for Fiscal Year 2003, On Closing Portions of the Conference"
Passed,-0.04018482430355009,-0.012624004297980532,9.0,373.0,191.0,182.0,"Trade Act of 2002, On Motion to Instruct Conferees"
Passed,-0.03994706189136899,-0.01344115478339803,4.0,372.0,188.0,184.0,"Recognizing the Historical Significance and Timeliness of the United States-Ireland Business Summit, On Motion to Suspend the Rules and Agree, as Amended"
Passed,-0.04049856227269637,-0.013578927110396037,6.0,376.0,191.0,185.0,"Temporary Waiver for New York Areas for Clean Air Transportation Conformity and Metropolitan Planning Requirements, On Motion to Suspend the Rules and Pass, as Amended"
Passed,-0.03981900565322411,-0.012654085742885384,10.0,366.0,188.0,178.0,"Expressing the sense of the Congress regarding Scleroderma, On Motion to Suspend the Rules and Agree, As Amended"
Passed,-0.04009493125756441,-0.010587572531996228,25.0,369.0,197.0,172.0,"Expressing the Sense of the Congress on the Anniversary of the Terrorist Attacks Launched Against the United States on September 11, 2001, On Agreeing to the Resolution"
Passed,-0.04101985927005004,-0.012897153141519896,13.0,381.0,197.0,184.0,"Department of State Authorization for FY 2002 and 2003, On Motion to Go to Conference"
Passed,-0.0425601336330499,-0.014503846954333637,8.0,396.0,202.0,194.0,"Expressing the Sense of the Congress that the Therapeutic Technique Known as Rebirthing is a Dangerous and Harmful Practice and Should be Prohibited, On Motion to Suspend the Rules and Agree"
Passed,-0.042761985733010786,-0.013827338649295301,13.0,397.0,205.0,192.0,"Rollan D. Melton Post Office Building, On Motion to Suspend the Rules and Pass"
Passed,-0.04270225144814551,-0.013476610122794573,16.0,396.0,206.0,190.0,"Joseph D. Early Post Office Building, On Motion to Suspend the Rules and Pass"
Passed,-0.04411543664291019,-0.014741338724792361,8.0,412.0,210.0,202.0,"Recognizing the Contributions of Historically Black Colleges and Universities, On Motion to Suspend the Rules and Agree"
Passed,-0.04206970748993201,-0.014235775444948957,7.0,393.0,200.0,193.0,"Recognizing the Teams and Players of the Negro Baseball Leagues for their Achievements, Dedication, Sacrifices, and Contributions to Baseball and the Nation, On Motion to Suspend the Rules and Agree"
Passed,-0.04389162199455368,-0.012994191350761367,20.0,406.0,213.0,193.0,"Recognizing the 100th Anniversary of the 4-H Youth Development Program, On Motion to Suspend the Rules and Agree"
Passed,-0.04416198378507494,-0.01343830681638106,18.0,410.0,214.0,196.0,"Expressing the Sense of Congress regarding American Gold Star Mothers, Inc., Blue Star Mothers of America, Inc., the Service Flag, and the Service Lapel Button, On Motion to Suspend the Rules and Agree"
Passed,-0.04396366235413156,-0.013807608041087657,15.0,409.0,212.0,197.0,"Welcoming Madame Chen Wu Sue-jen, the First Lady of Taiwan, to Washington, D.C., On Motion to Suspend the Rules and Agree"
Passed,-0.04486810044491607,-0.0140655980664622,15.0,417.0,216.0,201.0,"Victims of Terrorist Attacks Memorial Act, On Motion to Suspend the Rules and Pass, As Amended"
Passed,-0.04473115374937089,-0.01417380439978963,14.0,416.0,215.0,201.0,"Recognizing the historical significance of 100 years of Korean immigration to the United States, On Motion to Suspend the Rules and Agree"
Passed,-0.03950003817184063,-0.016815444423208176,-18.0,368.0,175.0,193.0,"Help America Vote Act, On Motion to Instruct Conferees"
Passed,-0.042671427348828665,-0.01413334031635714,9.0,395.0,202.0,193.0,"To authorize appropriations for the Department of Justice for fiscal year 2002, and for other purposes., On Agreeing to the Conference Report"
Passed,-0.03941918524659583,-0.013684682534915386,4.0,368.0,186.0,182.0,"Making continuing appropriations for fiscal year 2003, and for other purposes, On Passage"
Passed,-0.04207032596531451,-0.01150174300014356,28.0,388.0,208.0,180.0,"Honoring Johnny Unitas and extending condolences to his family on his passing, On Motion to Suspend the Rules and Agree"
Passed,-0.04376071696682081,-0.013497132150520027,16.0,406.0,211.0,195.0,"Expressing support for the goals and ideas of a day of tribute to all fire- fighters who have died in the line of duty and recognizing the important mission of the National Fallen Firefighters Foundation, On Motion to Suspend the Rules and Agree"
Passed,-0.04426329902411504,-0.014490874130561852,11.0,413.0,212.0,201.0,"Expressing the sense of the House that each State should examine its existing statutes, practices, and procedures governing special elections so that, in the event of a catastrophe, vacancies in the House of Representatives may be filled in a timely fashion., On Agreeing to the Resolution"
Passed,-0.04115487593450553,-0.017503681413127678,-19.0,385.0,183.0,202.0,"Help America Vote Act, On Motion to Instruct Conferees"
Passed,-0.04320973141497032,-0.012673899502019999,19.0,397.0,208.0,189.0,"Making further continuing appropriations for fiscal year 2003, On Passage"
Passed,-0.04018538184379665,-0.012529010888108824,15.0,371.0,193.0,178.0,"Thrift Savings Plan Catch-Up Contributions; Merit Systems Protection Board Reauthorization; Office of Special Counsel Reauthorization, On Motion to Suspend the Rules and Pass, as Amended"
Passed,-0.03821137818763619,-0.012644516613155193,10.0,350.0,180.0,170.0,"Sudan Peace Act, On Motion to Suspend the Rules and Pass, as Amended"
Passed,-0.03826481881093793,-0.011151779039476848,18.0,348.0,183.0,165.0,"Transatlantic Security and NATO Enhancement Resolution, On Motion to Suspend the Rules and Agree, as Amended"
Passed,-0.04320365209928086,-0.010986352916412114,29.0,395.0,212.0,183.0,"To reaffirm the reference to one Nation under God in the Pledge of Allegiance, On Motion to Suspend the Rules and Pass, as Amended"
Passed,-0.043723305966205474,-0.013940273345230987,12.0,406.0,209.0,197.0,"Expressing appreciation for the Prime Minister of Great Britain for his loyal support and leadership in the war on terrorism and reaffirming the strong relationship between the people of the United States and Great Britain., On Motion to Suspend the Rules and Agree"
Passed,-0.04320065676469667,-0.014258758658321376,9.0,403.0,206.0,197.0,"Black Lung Consolidation of Administrative Responsibility Act, On Motion to Suspend the Rules and Pass, as Amended"
