"
",>>>>>,Lower,Left,<<<<<,"
Passed,0.04365522437768001,-0.01175917190527567,5.0,419.0,212.0,207.0,"Worker Economic Opportunity Act, On Motion to Suspend the Rules and Pass"
Passed,0.043657876828590486,-0.012345911636950027,0.0,416.0,208.0,208.0,"IDEA Full Funding Act, On Motion to Suspend the Rules and Pass"
Passed,0.04313948303026195,-0.01219279634552795,0.0,414.0,207.0,207.0,"Kika de la Garza United States Border Station, On Motion to Suspend the Rules and Pass"
Passed,0.04306762551088591,-0.012320649075599313,-1.0,409.0,204.0,205.0,"Alternative Water Sources Act, On Passage"
Passed,0.0425027976258,-0.012326916786781389,-2.0,402.0,200.0,202.0,"Florida Keys Water Quality Improvements Act, On Passage"
Passed,0.03965074186938576,-0.012407758595243259,-9.0,377.0,184.0,193.0,"Increased Authorization for the North Side Pumping Division of the Minidoka Reclamation Project, Idaho, On Motion to Suspend the Rules and Pass"
Passed,0.04039928652997437,-0.01131247673660039,1.0,387.0,194.0,193.0,"Recognizing the Hermann Monument and Hermann Heights Park in New Ulm, Minnesota as a national symbol of the contributions of Americans of German heritage, On Motion to Suspend the Rules and Agree"
Passed,0.043838569948164305,-0.011545507770602037,6.0,420.0,213.0,207.0,"Expressing the Sense of the House of Representatives in Support of America’s Teachers, On Motion to Suspend the Rules and Agree"
Passed,0.04371816880710247,-0.011610357399190724,5.0,419.0,212.0,207.0,"Vietnam Veterans’ Memorial Authorization, On Motion to Suspend the Rules and Pass, as Amended"
Passed,0.043711328409169456,-0.011756594694487723,4.0,418.0,211.0,207.0,"Breast and Cervical Cancer Treatment Act, On Motion to Suspend the Rules and Pass, as Amended"
Passed,0.04355063246488493,-0.012060132232101978,1.0,415.0,208.0,207.0,"Children’s Health Act of 2000, On Motion to Suspend the Rules and Pass, as Amended"
Passed,0.042553466181446904,-0.011792779301107174,2.0,408.0,205.0,203.0,"Conservation and Reinvestment Act, On Motion to Recommit with Instructions"
Passed,0.040041872283199394,-0.009274914762144332,14.0,378.0,196.0,182.0,"Naming a room in the House of Representatives wing of the Capitol in honor of G.V. “Sonny” Montgomery, On Motion to Suspend the Rules and Agree"
Passed,0.040368153342614975,-0.009318291413970769,15.0,381.0,198.0,183.0,"Expressing the Sense of the Congress with Regard to In-School Personal Safety Education Programs for Children, On Motion to Suspend the Rules and Agree"
Passed,0.042280621733062074,-0.010495611349097243,12.0,402.0,207.0,195.0,"Expressing the sense of Congress regarding the Federal Government’s responsibility for starting a destructive fire near Los Alamos, New Mexico, Suspend the rules and agree"
Agreed to,0.042332712290476054,-0.011215277834006542,7.0,405.0,206.0,199.0,", On Agreeing to the Amendment"
Agreed to,0.04434156093527093,-0.01097443331305144,12.0,424.0,218.0,206.0,", On Agreeing to the Amendment"
Agreed to,0.04144969077539397,-0.011221212517019328,2.0,394.0,198.0,196.0,", On Agreeing to the Amendment"
Passed,0.040814489178737416,-0.009273459885520712,17.0,381.0,199.0,182.0,"Transportation and Related Agencies Appropriations, FY 2001, On Passage"
Passed,0.03727930031391692,-0.009537311983226746,7.0,353.0,180.0,173.0,"Alabama Hydroelectric Project, On Motion to Suspend the Rules and Pass"
Passed,0.03743687685481781,-0.009863792612255355,5.0,355.0,180.0,175.0,"Arrowrock Dam Hydroelectric Project in Idaho, On Motion to Suspend the Rules and Pass, as Amended"
Passed,0.0381857099279704,-0.009518362263509333,9.0,361.0,185.0,176.0,"National Moment of Remembrance to Honor the Men and Women of the United States Who Died in the Pursuit of Freedom and Peace, On Motion to Suspend the Rules and Agree"
Agreed to,0.042365202221464546,-0.010803707615555129,10.0,404.0,207.0,197.0,", On Agreeing to the Amendment"
Agreed to,0.041461123209338674,-0.009710826484354031,12.0,394.0,203.0,191.0,", On Agreeing to the Amendment"
Passed,0.04074654261656041,-0.012784700120741026,-9.0,385.0,188.0,197.0,"Lewis and Clark Rural Water System Act, On Motion to Suspend the Rules and Pass, as Amended"
Passed,0.04358023252977523,-0.010286821464423107,17.0,415.0,216.0,199.0,"Expressing the Sense of the House With Regard to the Centennial of the Raising of the U.S. Flag in American Samoa, On Motion to Suspend the Rules and Agree, as Amended"
Passed,0.043546390036396806,-0.010417564388596862,15.0,413.0,214.0,199.0,"Pope John Paul II Congressional Gold Medal Act, Suspend the rules and pass, as amended"
Passed,0.0435763270547625,-0.010279753633002504,17.0,415.0,216.0,199.0,"Veterans and Dependants Millenium Education Act, On Motion to Suspend the Rules and Pass, as Amended"
Passed,0.043511452173963405,-0.01009768859160809,18.0,414.0,216.0,198.0,"Urging Compliance with the Hague Convention on the Civil Aspects of International Child Abduction, Suspend the rules and agree"
Passed,0.04347034056260552,-0.010631483477241653,13.0,411.0,212.0,199.0,"Cardiac Arrest Survival Act, Suspend the rules and pass, as amended"
Passed,0.0432853206954772,-0.009865518636710693,19.0,411.0,215.0,196.0,"Designating the Harry S Truman Federal Building, On Motion to Suspend the Rules and Pass, as Amended"
Passed,0.041530291515718507,-0.006600269247785842,41.0,387.0,214.0,173.0,"Providing for the Consideration of H.R. 3916, to Amend the Internal Revenue Code of 1986 to Repeal the Excise Tax on Telephone and Other Communication Services, On Agreeing to the Resolution"
Passed,0.04175361529909091,-0.011422962271447835,2.0,398.0,200.0,198.0,"Commending Israel’s Redeployment from Southern Lebanon, On Agreeing to the Resolution"
Passed,0.043585125437964195,-0.01047315169924564,16.0,416.0,216.0,200.0,"To Amend the Internal Revenue Code of 1986 to Repeal the Excise Tax on Telephone and Other Communication Services, On Passage"
Passed,0.039971857076332426,-0.010122614580099217,8.0,380.0,194.0,186.0,"Recognizing the Importance of African-American Music to Global Culture and Calling on the U.S. to Celebrate African-American Music, Supend the Rules and Agree, As Amended"
Passed,0.03876025917716309,-0.011647344754195616,-8.0,370.0,181.0,189.0,"Designating the U.S.Postal Service in Janesville, Wisconsin as the Les Aspin Post Office, Suspend the Rules and Pass"
Passed,0.04013358438938289,-0.010758810248156633,3.0,381.0,192.0,189.0,"Designating the U.S. Postal Service in Ithaca, New York as the Matthew McHugh Post Office, Suspend the Rules and Pass"
Passed,0.0408060428867267,-0.010478385285353284,7.0,387.0,197.0,190.0,"Shark Finning Prohibition Act, Suspend the Rules and Pass, As Amended"
Passed,0.043853913490940165,-0.011144010355559526,10.0,420.0,215.0,205.0,"Carlsbad Irrigation Project Acquired Land Transfer Act, Suspend the Rules and pass"
Passed,0.04393596519663164,-0.011397302273160756,9.0,421.0,215.0,206.0,"Wellton-Mohawk Transfer Act, Suspend the rules and pass"
Passed,0.043760614489715716,-0.010717200642310973,14.0,418.0,216.0,202.0,"North Carolina Coastal Barrier Resources, Suspend the Rules and Pass, As Amended"
Passed,0.04085535253478304,-0.014078871334204357,-16.0,390.0,187.0,203.0,"Kealia Pond National Wildlife Refuge, Suspend the Rules and Pass"
Passed,0.04409659059656426,-0.012102630856667598,6.0,420.0,213.0,207.0,"Electronic Signatures in Global and National Commerce Act, On Agreeing to the Conference Report"
Passed,0.043363981766826896,-0.009961299448784216,16.0,412.0,214.0,198.0,"Debt Reduction Reconciliation Act, On Motion to Suspend the Rules and Pass, as Amended"
Passed,0.04366795238068654,-0.010834318621724378,10.0,416.0,213.0,203.0,"Social Security and Medicare Lock-Box Act, On Motion to Suspend the Rules and Pass, As Amended"
Passed,0.04162264246832948,-0.01149625105368917,3.0,395.0,199.0,196.0,"Pribilof Islands Transition Act, Motion to Suspend the Rules and Pass, as Amended"
Passed,0.04012823020031068,-0.013124942691985615,-13.0,379.0,183.0,196.0,"To reauthorize the Atlantic Striped Bass Conservation Act, Motion to Suspend the Rules and Pass, as Amended"
Passed,0.042196741758093126,-0.010790069701865999,11.0,401.0,206.0,195.0,"To authorize the Secretary of the Interior to convey property to the Greater Yuma Port Authority of Yuma County, Arizona for use as an international port of entry, Motion to Suspend the Rules and Pass, as Amended"
Passed,0.043138310527733814,-0.013058967221847087,-6.0,412.0,203.0,209.0,"Expressing the sense of the Congress that the States should more closely regulate title pawn transactions and outlaw the imposition of usurious interest rates on title loans to consumers, Motion to Suspend the Rules and Agree, as Amended"
Passed,0.0436559554114939,-0.011912174580966443,3.0,417.0,210.0,207.0,"Designating the James H. Quillen United States Courthouse, On motion to suspend the rules and pass"
Passed,0.04085745373994081,-0.011394624422000763,2.0,386.0,194.0,192.0,"Making Appropriations for Energy and Water for F.Y. 2001, On Passage"
Passed,0.04205322603257184,-0.009426149238589329,18.0,394.0,206.0,188.0,"Expressing the sense of the House of Representatives concerning use of additonal projected surplus funds to supplement Medicare funding, On Motion to Suspend the Rules and Agree"
Agreed to,0.0375472675584792,-0.010163101561211002,0.0,356.0,178.0,178.0,", On Agreeing to the Amendment"
Passed,0.04361159544713829,-0.010035746947145036,17.0,413.0,215.0,198.0,"Expressing the Sense of the Congress Strongly Objecting to any Effort to Expel the Holy See from the United Nations as a State Participant by Removing its Status as a Permanent Observer, On Motion to Suspend the Rules and Agree"
Passed,0.04043478732370123,-0.013817759688007495,-16.0,386.0,185.0,201.0,"National Wildlife Refuge System Centennial Act, On Motion to Suspend the Rules and Pass, as Amended"
Passed,0.04369849655456762,-0.010460706096717913,15.0,415.0,215.0,200.0,"Barbara F. Vucanovich Post Office, On Motion to Suspend the Rules and Pass"
Passed,0.04283765612215073,-0.011408318529264199,6.0,410.0,208.0,202.0,"Samuel H. Lacy, Sr. Post Office Building, On Motion to Suspend the Rules and Pass"
Passed,0.04244866323656581,-0.008946421931663536,23.0,399.0,211.0,188.0,"Department of Defense Appropriations Act for FY 2001, On Closing Portions of the Conference"
Passed,0.04099356364749694,-0.008032018255938566,28.0,384.0,206.0,178.0,"Expressing the sense of the House of Representatives that recent nuclear weapons security failures at Los Alamos National Laboratory show security procedures are inadequate and individuals responsible must be held accountable and procedures corrected, Motion to Suspend the Rules and Agree"
Passed,0.041736329541029744,-0.009999458239564708,14.0,396.0,205.0,191.0,"Congratulating the Republic of Latvia on the 10th Anniversary of the Reestablishment of its Independence from the Rule of the Former Soviet Union, On Motion to Suspend the Rules and Agree"
Passed,0.042289790425292205,-0.009998144941409326,15.0,399.0,207.0,192.0,"Condemning the 1994 Attack on the AMIA Jewish Community Center in Buenos Aires, Argentina, Urging the Argentine Government to Punish those Responsible, and for other purposes, On Motion to Suspend the Rules and Agree, as Amended"
Passed,0.04448516731183617,-0.011565355923062183,8.0,424.0,216.0,208.0,"Unsolicited Commercial Electronic Mail Act, On Motion to Suspend the Rules and Pass, As Amended"
Passed,0.04393538530480249,-0.011475205749027596,6.0,422.0,214.0,208.0,"Alan Shepard Post Office, Motion to Suspend the Rules and Pass"
Passed,0.043961704782387465,-0.010521191569297756,15.0,419.0,217.0,202.0,"Debt Relief Reconciliation Act for Fiscal Year 2001, Motion to Suspend the Rules and Pass, as Amended"
Passed,0.042955080566012376,-0.01115470164923462,9.0,409.0,209.0,200.0,"Drug Addiction Treatment Act, On Motion To Suspend the Rules and Pass, As Amended"
Passed,0.03919556735268175,-0.0115018152999661,-3.0,373.0,185.0,188.0,"To grant the consent of the Congress to the Kansas and Missouri Metropolitan Culture District Compact, On Motion to Suspend the Rules and Pass"
Passed,0.04327344590220303,-0.011111038645049864,9.0,415.0,212.0,203.0,"Innocent Child Protection Act, Motion to Suspend the Rules and Pass"
Passed,0.04302717599177017,-0.011216690022366691,8.0,412.0,210.0,202.0,"Veterans Claims Assistance Act, Motion to Suspend the Rules and Pass, as Amended"
Passed,0.041017195089578025,-0.014133010226008519,-19.0,391.0,186.0,205.0,"National Underground Railroad Freedom Center Act, On Motion to Suspend the Rules and Pass, as Amended"
Passed,0.04114490793116551,-0.01429758841556759,-21.0,393.0,186.0,207.0,"Permitting the Secretary of the Interior to acquire title to the Hunt House located in Waterloo, NY in the Women’s Rights National Historical Park, Motion to Suspend the Rules and Pass"
Passed,0.04276106128281191,-0.01134524472309946,5.0,409.0,207.0,202.0,"Designating the Carl Elliott Federal Building in Jasper, Alabama, On Motion to Suspend the Rules and Pass"
Passed,0.04251807030852938,-0.011445836541015652,3.0,407.0,205.0,202.0,"Expressing the Sense of Congress Concerning the 210th Anniversary of the Establishment of the Coast Guard, On Motion to Suspend the Rules and Agree"
Passed,0.042760235419342256,-0.011151411275957625,5.0,409.0,207.0,202.0,"Miscellaneous Trade and Technical Corrections Act, On Motion to Suspend the Rules and Pass, as Amended"
Passed,0.042815621000669546,-0.01171469288450535,4.0,408.0,206.0,202.0,"Bulletproof Vest Partnership Grant Act, On Motion to Suspend the Rules and Pass, as Amended"
Passed,0.04273765567895974,-0.010299264374297235,14.0,406.0,210.0,196.0,"Illegal Pornography Prosecution Act, On Motion to Suspend the Rules and Pass"
Passed,0.042875291007689824,-0.012337301766163891,0.0,412.0,206.0,206.0,"Defense Authorization Act for Fiscal Year 2001, On Motion to Instruct Conferees"
Passed,0.04248205996320015,-0.008696830859049081,24.0,400.0,212.0,188.0,"Defense Authorization Act for Fiscal Year 2001, On closing portions of the conference"
Passed,0.04219649640831455,-0.009895086585230124,18.0,402.0,210.0,192.0,"Designating the William S. Broomfield Post Office Building in Royal Oak, Michigan, On Motion to Suspend the Rules and Pass"
Passed,0.041953539397556555,-0.010359020669979976,13.0,401.0,207.0,194.0,"Designating the Everett Alvarez, Jr. Post Office Building in Rockville, Maryland, On Motion to Suspend the Rules and Pass"
Passed,0.0419681467292775,-0.01076843420559614,10.0,402.0,206.0,196.0,"Designating the Judge Robert Bernard Watts, Sr. Post Office Building in Baltimore, Maryland, On Motion to Suspend the Rules and Pass"
Passed,0.04336678241461045,-0.010856453455878143,12.0,412.0,212.0,200.0,"United States Holocaust Memorial Museum Appropriations, On Passage"
Passed,0.04108361126001076,-0.010877015364264483,5.0,385.0,195.0,190.0,"Child Support Distribution Act, On Passage"
Passed,0.04062509862350157,-0.010269494127425447,8.0,380.0,194.0,186.0,"Exploration of the Seas Act, On Motion to Suspend the Rules and Pass, as Amended"
Passed,0.04200964953100539,-0.008801517669467095,22.0,396.0,209.0,187.0,"Black Patriots Foundation Extension of Legislative Authority, On Motion to Suspend the Rules and Pass"
Passed,0.04180623295656273,-0.00916934911542544,18.0,396.0,207.0,189.0,"Air Force Memorial Foundation Extension, On Motion to Suspend the Rules and Pass"
Passed,0.0420157550671927,-0.009328489396482493,18.0,398.0,208.0,190.0,"Jackson Multi-Agency Campus Act, On Motion to Suspend the Rules and Pass"
Passed,0.043552379823182816,-0.010825157131606134,12.0,416.0,214.0,202.0,"Honoring the Service and Sacrifice During Periods of War by Members of the United States Merchant Marine, On Motion to Suspend the Rules and Agree"
Passed,0.04105580672318335,-0.009418626708944099,12.0,382.0,197.0,185.0,"NASA Authorization Act for F.Y. 2001, On Agreeing to the Conference Report"
Passed,0.039440579623832815,-0.010524197437005674,6.0,376.0,191.0,185.0,"Debt Relief Lockbox Reconciliation Act for Fiscal Year 2001, Motion to Suspend the Rules and Pass, as Amended"
Passed,0.03854661209963984,-0.012978716653332861,-15.0,369.0,177.0,192.0,"District of Columbia and Unted States Territories Circulating Quarter Dollar Program Act, On Motion to Suspend the Rules and Pass, as Amended"
Passed,0.043812536348316757,-0.011547736686514874,8.0,420.0,214.0,206.0,"Small Business Competition Preservation Act, On Passage"
Passed,0.043548276694873336,-0.011565792667501183,7.0,415.0,211.0,204.0,"Prosser Diversion Dam Study Act, On Passage"
Passed,0.04058031316156039,-0.01003772396715244,7.0,379.0,193.0,186.0,"Defense and Security Assistance Act, On Agreeing to the Conference Report"
Passed,0.04280479565747485,-0.010859539197239951,11.0,409.0,210.0,199.0,"Department of Veterans Affairs Health Care Personnel Act, On Passage"
Passed,0.03768181014144227,-0.009945561233828339,4.0,356.0,180.0,176.0,"Recognizing the 25th anniversary of the enactment of the Education for All Hanidcapped Children Act of 1975, On Motion to Suspend the Rules and Agree"
Passed,0.04359647862390229,-0.011841528135826526,5.0,417.0,211.0,206.0,"Missing Children Tax Fairness Act, Motion to Suspend the Rules and Pass, as Amended"
Passed,0.04356024270285524,-0.011636201612872427,7.0,417.0,212.0,205.0,"Apollo Exploration Award Act, Motion to Suspend the Rules and Pass"
Passed,0.04284954262455106,-0.01278576989965441,-5.0,411.0,203.0,208.0,"Violence Against Women Act, On Motion to Suspend the Rules and Pass, As Amended"
Passed,0.04296460054626333,-0.011908494490594885,3.0,411.0,207.0,204.0,"Calling Upon The President to Issue a Proclamation Recognizing the 25th Anniversary of the Helsinki Final Act, On Motion to Suspend the Rules and Pass"
Passed,0.04329752185803979,-0.010964198463055417,9.0,411.0,210.0,201.0,"Continuing Appropriations for FY 2001, On Passage"
Passed,0.04380832419650412,-0.01119130150167186,10.0,418.0,214.0,204.0,"Know Your Caller Act, On Passage"
Passed,0.04329270724032677,-0.01098448449404962,11.0,413.0,212.0,201.0,"Supporting efforts to increase childhood cancer awareness, treatment, and research, Motion to Suspend the Rules and Agree"
Passed,0.04272948954015068,-0.011253624729024175,9.0,407.0,208.0,199.0,"Agriculture and Rural Development Appropriations for FY 2001, On Motion to Instruct Conferees"
Passed,0.04153190640355053,-0.009952128773021074,11.0,393.0,202.0,191.0,"Stop Material Unsuitable for Teens Act, On Motion to Suspend the Rules and Pass"
Passed,0.04363890478941236,-0.01168206929376919,6.0,418.0,212.0,206.0,"Sense of the House Regarding Efforts in the Fight Against Breast Cancer, On Motion to Suspend the Rules and Agree"
Passed,0.0431932977410255,-0.011131201688264473,8.0,412.0,210.0,202.0,"Making further continuing appropriations for the fiscal year 2001, On Passage"
Passed,0.042540167433692745,-0.01069143343143616,11.0,405.0,208.0,197.0,"Veterans’ Oral History Project Act, Motion to Suspend the Rules and Pass, as Amended"
Passed,0.042949753733931825,-0.01058587075111702,13.0,409.0,211.0,198.0,"Ryan White CARE Act, On Passage"
Passed,0.04294520379709967,-0.011094200744195705,9.0,409.0,209.0,200.0,"Providing for consideration of H.R. 2941 Las Cienegas National Conservation Area Establishment Act, On Agreeing to the Resolution"
Passed,0.038614458993602545,-0.010634519726038946,4.0,368.0,186.0,182.0,"Trafficking Victims Protection Act, On Agreeing to the Conference Report"
Passed,0.039937907942436894,-0.010390450759497485,8.0,380.0,194.0,186.0,"Allowing for the contribution of certain rollover distributions to accounts in the Thrift Savings Plan and to eliminate certain waiting period requirements for participating in the Thrift Savings Plan, Motion to Suspend the Rules and Agree to the Senate Amendments"
Passed,0.0404348357657869,-0.010257829630339216,9.0,381.0,195.0,186.0,"Lupus Research and Care Amendments, Motion to Suspend the Rules and Pass, as Amended"
Passed,0.04149411666496714,-0.009813203359856597,17.0,395.0,206.0,189.0,"To enhance Security of United States missions and personnel overseas, to authorize appropriations for the Department of State for F.Y. 2000, On Motion to Instruct Conferees"
Passed,0.042552367837560306,-0.009910342695835817,17.0,403.0,210.0,193.0,"Further Continuing Appropriations for FY 2001, On Passage"
Passed,0.04236557794677317,-0.010987130913214986,10.0,404.0,207.0,197.0,"Technical corrections to a map relating to the Coastal Barrier Resources System, Motion to Suspend the Rules and Agree to Senate Amendments"
Passed,0.04045749006203841,-0.009811616250537914,12.0,386.0,199.0,187.0,"Honoring the Members of the Crew of the Guided Missile Destroyer U.S.S. Cole Who Were Killed or Wounded in the Terrorist Attack on that Vessel in Aden, Yemen, on October 12, 2000, On Agreeing to the Resolution"
Passed,0.039227589569012046,-0.010476883387685588,4.0,376.0,190.0,186.0,"National Children’s Memorial Day, On Motion to Suspend the Rules and Agree"
Passed,0.04023916447356393,-0.010498547225384767,7.0,385.0,196.0,189.0,"Social Security Number Confidentiality Act, On Motion to Suspend the Rules and Pass"
Passed,0.04006048491684453,-0.01221631639905513,-8.0,378.0,185.0,193.0,"Water Resources Development Act, On Passage"
Passed,0.04086432047638635,-0.011512421588831532,3.0,391.0,197.0,194.0,"Waiving points of order against the conference report to accompany H.R. 4635; Making appropriations for the Departments of Veterans Affairs and Housing and Urban Development for F.Y. 2001, On Agreeing to the Resolution"
Passed,0.03938724728700945,-0.009671858825784883,13.0,371.0,192.0,179.0,"Commodity Futures Modernization Act, On Motion to Suspend the Rules and Pass, as Amended"
Passed,0.0396549370695219,-0.010962012309935248,2.0,380.0,191.0,189.0,"Relating to the Reestablishment of Representative Government in Afghanistan, On Motion to Suspend the Rules and Agree, as Amended"
Passed,0.04251334546040591,-0.01066825701735024,11.0,401.0,206.0,195.0,"Olders Americans Act Amendments, On Motion to Suspend the Rules and Pass, as Amended"
Passed,0.04094470190992226,-0.008723019354280187,22.0,384.0,203.0,181.0,"Making further continuing appropriations for F.Y. 2001, On Passage"
Passed,0.04063513268063531,-0.00859751196668166,22.0,380.0,201.0,179.0,"Making further continuing appropriations for FY 2001, On Passage"
Passed,0.040059384881982456,-0.012675190223523994,-11.0,381.0,185.0,196.0,"International Malaria Control Act, On Motion to Suspend the Rules and Pass, as Amended"
Passed,0.04001624430359331,-0.01250721603637855,-10.0,380.0,185.0,195.0,"Cardiac Arrest Survival Act, Suspend the rules and Agree to Senate Amendment"
Passed,0.03959016264452598,-0.012967854275847452,-11.0,377.0,183.0,194.0,"Providing for the consideration of H.R. 1550 and the Senate Amendment, On Motion to Suspend the rules and Agree"
Passed,0.040062855698037685,-0.012226890944780768,-7.0,383.0,188.0,195.0,"Reports Consolidation Act of 2000, On Motion to Suspend the rules and pass"
Passed,0.03917721161365876,-0.008913510659297748,14.0,366.0,190.0,176.0,"Ronald W. Reagan Post Office Building, On Motion to Suspend the Rules and Pass"
Passed,0.03925529813300553,-0.010746161814698708,2.0,370.0,186.0,184.0,"Robert S. Walker Post Office, On Motion to Suspend the Rules and Pass"
Passed,0.03765285506133212,-0.010355912997970236,1.0,357.0,179.0,178.0,"Voicing Concern About Serious Violations of Human Rights and Fundamental Freedoms in Most States of Central Asia, On Motion to Suspend the Rules and Agree, as Amended"
Passed,0.039240962986284364,-0.010052186085914879,11.0,371.0,191.0,180.0,"Making further continuing appropriations for FY 2001, On Passage"
